record_id,province,tourism_city,destination_type,season,weather_condition,tourism_event_type,transport_mode_priority,tourist_arrivals,domestic_tourists,international_tourists,average_stay_days,repeat_visit_rate,hotel_occupancy_rate,available_hotel_rooms,homestay_availability_index,high_speed_rail_access_score,metro_access_score,tourist_bus_capacity,airport_connectivity_score,traffic_congestion_index,public_facility_usage_rate,smart_tourism_service_score,public_toilet_availability_score,tourist_information_center_score,public_safety_score,tourist_satisfaction_score,social_media_sentiment_score,online_search_trend_index,online_review_volume,e_ticket_booking_rate,regional_income_index,tourism_revenue_yuan,local_business_revenue_yuan,employment_support_index,tourism_gdp_contribution_rate,infrastructure_availability_score,transport_service_score,accommodation_capacity_score,promotion_investment_score,heritage_site_capacity_score,operational_cost_yuan,resource_utilization_rate,decision_response_time_min,crowd_risk_index,environmental_pressure_index,economic_impact_score,tourism_demand_score,resource_pressure_score,demand_category,resource_allocation_decision,public_management_action
13666,Guangdong,Sanya,Ethnic_Cultural_Tourism_Area,Chinese_New_Year,Humid,Temple_Fair,Shared_Bicycle,62719,47463,15256,7.7,36.35,43.53,1460,24.56,64.95,29.14,56597,65.33,76.03,44.65,90.59,45.65,96.14,98.67,4.61,0.41,51.53,17126,31.31,48.98,12415692.28,5625490.43,38.84,33.22,78,53.35,86.56,39.22,53.52,6687513.44,58.45,91.42,91.26,65.97,67.6,45.18,63.37,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13667,Chongqing,Beijing,Pilgrimage_Tourism_Area,Autumn,Humid,No_Major_Event,Ferry_Service,19212,14911,4301,1.4,46.39,42.54,3235,92.72,37.86,88.17,30672,81.64,66.95,61.65,30.03,81.59,52.87,58.91,2.93,0.687,27.32,46920,15.25,69.29,3189010.71,3000519.4,39.18,5.7,83.53,76.5,75.29,51.59,64.11,1332138.78,82.77,83.31,93.65,79.73,27.85,34.43,63.28,Low,Risk_Control_Allocation,Control_Crowd_Risk
13668,Shaanxi,Chengdu,Historical_Cultural_City,Summer,Hot,Business_Expo,Airport_Shuttle,32552,26447,6105,7.58,25.77,78.14,7139,46.32,78.06,93.27,28724,60.68,53.11,56.38,27.64,88.75,54.03,46.98,2.52,0.919,6.34,10221,83.32,124.68,4864957.79,8751022.13,88.59,33.08,54.4,48.74,28.89,71.18,84.81,5299051.12,61.88,129.85,37.83,65.86,71.04,50.15,54.15,Moderate,Infrastructure_Focused,Increase_Public_Facilities
13669,Jiangxi,Xi_an,Pilgrimage_Tourism_Area,Spring,Rainy,Coastal_Leisure_Event,Private_Car,75527,54522,21005,5.89,43.63,52.95,2694,35.74,53.46,64.56,41790,69.48,34.58,56.29,27.18,99.35,46.58,46.85,3.2,0.347,55.06,29353,27.94,78.67,1816386.01,6465748.09,94.83,26.02,70.4,51.48,68.31,76.6,98.32,405141.91,62.07,150.64,13.25,51.69,56.31,49.75,42.85,Moderate,Balanced_Allocation,Balanced_Public_Management
13670,Chongqing,Xiamen,Ethnic_Cultural_Tourism_Area,National_Day_Golden_Week,Cold,Coastal_Leisure_Event,Ferry_Service,52764,47437,5327,4.39,22.33,96.43,11952,87.42,82.89,55.41,55607,99.81,14.11,37.79,91.97,93.61,88.64,45.79,4.94,0.155,86.09,49088,27.01,103.1,9734809.48,2234736.73,77.36,23.29,73.96,40.42,50.79,53.38,80.19,3179560.3,93.26,177.53,37.41,20.57,57.58,51.6,42.08,Moderate,Accommodation_Focused,Expand_Accommodation_Capacity
13671,Guangxi,Guiyang,Mountain_Scenic_Area,National_Day_Golden_Week,Pleasant,Coastal_Leisure_Event,Tourist_Bus,67688,61306,6382,2.71,32.77,87.52,3403,53.09,98.25,83.93,52947,87.34,41.18,76.41,70.62,75.42,50.99,44.85,3.49,0.186,29.64,46592,15.62,62.68,5749248.74,6104500.46,79.37,22.46,42.79,82.47,61.17,93.38,83.54,1332684.71,76.2,92.46,61.59,86.26,59.2,44.95,67.58,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13672,Yunnan,Lhasa,Rural_Tourism_Village,National_Day_Golden_Week,Humid,Coastal_Leisure_Event,Shared_Bicycle,93268,75362,17906,2.99,32.08,57.09,8216,88.75,62.92,72.91,42271,96.51,83.68,39.53,51.55,40.72,94.54,41.29,2.48,0.797,73.53,19833,92.27,119.56,8003355.47,8514555.16,74.21,16.6,63.3,51.01,91.39,93.67,60.37,4411207.3,90.21,108.5,14.09,73.19,67.52,71.5,54.29,High,Risk_Control_Allocation,Control_Crowd_Risk
13673,Shandong,Suzhou,Ethnic_Cultural_Tourism_Area,Chinese_New_Year,Cloudy,Temple_Fair,Tourist_Bus,102047,93020,9027,5.65,10.03,68.02,11257,44.16,80.67,45.51,57949,28.78,47.9,29.24,90.03,57.2,89.75,64.26,4.62,0.43,55.03,28187,45.16,68.19,13405909.49,5659349.2,84.46,18.45,35.44,74.65,29.67,85.89,93.25,2605029.98,48.53,5.1,94.94,94.24,75.5,59.62,66.47,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13674,Jiangxi,Qingdao,Mountain_Scenic_Area,Autumn,Rainy,Temple_Fair,High_Speed_Rail,55940,44100,11840,3.94,61.59,85.24,8650,66.77,65.45,18.9,21799,91.89,49.42,93.82,56.86,30.96,90.69,37.61,4.75,0.906,25.1,43672,30.35,105.19,12911889.88,5142684.3,60.86,8.52,65.8,39.8,61.07,77.98,92.76,10937541.5,71.95,166.97,10.33,12.02,63.04,57.61,52.16,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13675,Shandong,Guiyang,Mountain_Scenic_Area,Spring,Hot,Mountain_Adventure_Event,Tourist_Bus,99821,95485,4336,1.22,50.95,44.36,8070,98.1,97.85,49.3,18023,58.52,69.09,25.84,29.95,91.01,92.52,34.61,4.43,0.564,11.61,15551,65.07,110.28,10154043.12,888710.74,72.71,32.99,53.17,87.01,47.24,93.11,92.27,295871.65,62.23,161.68,49.35,62.63,57.54,55.53,52.68,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13676,Hunan,Guiyang,Urban_Commercial_Tourism_Hub,Summer,Cold,No_Major_Event,High_Speed_Rail,72864,59417,13447,7.76,41.46,46.69,169,48.79,67.38,74.49,33731,57.59,14.27,49.42,50.34,28.28,57.43,74.28,4.67,0.526,85.94,9327,52.23,126.11,5250598.32,5584130.53,58.78,7.87,28.55,47.8,47.49,17.31,46.36,2985532.59,89.25,151.07,17.2,28.29,45.61,58.38,34.05,Moderate,Promotion_Focused,Increase_Promotion_Investment
13677,Guangxi,Chongqing,Pilgrimage_Tourism_Area,Dragon_Boat_Festival,Clear,Coastal_Leisure_Event,Ferry_Service,15942,14037,1905,5.66,26.44,59.24,6353,60.08,57.28,85.06,8702,48.62,89.9,56.9,95.96,76.32,34.78,42.97,3.98,0.328,46.87,21316,30.34,73.21,5663616.41,8476142.75,53,30.1,33.04,98.79,76.26,68.49,80.07,5386355.99,32,6.44,84.18,20.31,62.05,33.2,60.62,Low,Risk_Control_Allocation,Control_Crowd_Risk
13678,Chongqing,Guilin,Ethnic_Cultural_Tourism_Area,Labour_Day_Holiday,Humid,Food_Tourism_Festival,Private_Car,80885,64496,16389,6.52,55.05,68.43,8634,84.62,51.5,19.55,35020,39.61,27.61,54.12,76.55,57.91,75.4,81,4.59,0.661,94.08,41910,96.26,118.81,10081256.61,6684585.3,29.94,24.47,88.77,44.23,69.1,73.7,86.15,4616496.82,52.53,14.38,55.21,9.61,59.37,73.52,47.6,High,Balanced_Allocation,Balanced_Public_Management
13679,Zhejiang,Lhasa,Coastal_Tourism_Zone,Winter,Cloudy,Coastal_Leisure_Event,Metro_Service,116658,96616,20042,5.5,48.16,43.13,1684,70.67,40.46,65.36,61856,65.56,21.14,39.92,37.51,70.67,82.83,55.54,2.99,0.957,23.49,32138,55.78,90.63,4386334.56,5124823.82,85.31,12.22,81.24,44.22,39.13,13.39,84.76,8399756.81,39.48,151.98,44.86,73.18,50.69,67.34,47.45,High,Balanced_Allocation,Balanced_Public_Management
13680,Jiangxi,Zhangjiajie,Mountain_Scenic_Area,National_Day_Golden_Week,Pleasant,No_Major_Event,Metro_Service,23596,20642,2954,6,15.92,64.86,10828,83.03,52.3,20.48,2611,26.72,48.27,65.29,88.73,30.29,82.17,98.18,4.09,0.902,16.34,43976,74.71,124.42,12277129.85,5694329.67,77.19,9.59,59.79,98.98,61.55,57.36,60.29,2663329.61,55.01,104.16,40.62,40.36,67.6,45.17,49.32,Moderate,Balanced_Allocation,Balanced_Public_Management
13681,Xinjiang,Kunming,Pilgrimage_Tourism_Area,Chinese_New_Year,Cloudy,Mountain_Adventure_Event,Ferry_Service,12965,10416,2549,1.27,40.15,47.55,5312,48.5,70.23,15.46,3018,88.64,69.96,25.86,55.61,35.52,63.36,76.25,2.35,0.165,55,33666,57.71,68.91,359722.31,2976068.62,74.53,11.05,55.85,82.72,35.72,38.32,75.29,6809326.07,68.22,73.4,35.4,92.33,32.16,32.55,46.96,Low,Low_Demand_Maintenance,Maintain_Current_Resources
13682,Guangdong,Kunming,Ethnic_Cultural_Tourism_Area,Labour_Day_Holiday,Clear,Dragon_Boat_Event,Metro_Service,43581,38245,5336,3.72,23.04,91.26,7059,53.06,29.06,92.28,3309,77.98,12.5,66.47,21.83,63.33,32.45,87.41,2.68,0.788,51.77,59,31.94,65.14,9454674.5,2019996.44,52.07,27.61,90.34,42.18,53.35,26.38,96.17,691813.73,83.96,69.03,53.27,89.49,51.73,54.83,57.25,Moderate,Accommodation_Focused,Expand_Accommodation_Capacity
13683,Shanghai,Shanghai,Coastal_Tourism_Zone,Dragon_Boat_Festival,Rainy,No_Major_Event,Ferry_Service,55834,42157,13677,7.55,49.39,94.85,9620,22.35,59.85,38.77,33583,87.31,79.82,50.64,61.73,83.79,76.63,63.61,2.43,0.753,61.57,29631,49.72,87.79,7607806.64,4303620.83,47.76,12.78,90.56,40.45,41.9,33.9,60.97,10339532.82,88.09,67.05,96.91,87.94,46.76,63.36,77.75,High,Risk_Control_Allocation,Control_Crowd_Risk
13684,Zhejiang,Suzhou,Historical_Cultural_City,Chinese_New_Year,Hot,Food_Tourism_Festival,Private_Car,58868,49219,9649,7.7,32.08,82.08,8157,84.19,48.14,33.55,52109,83.63,86.14,77.57,66.25,36.37,75.15,90.85,3.47,0.324,84.32,4341,74.5,118.55,6834208.78,5593308.81,21.6,31.82,25.6,92.47,45.63,48.77,99.54,10264750.32,67.35,24.84,75.21,32.94,49.61,58.83,71.42,Moderate,Promotion_Focused,Increase_Promotion_Investment
13685,Beijing,Luoyang,Coastal_Tourism_Zone,Autumn,Humid,Coastal_Leisure_Event,Private_Car,78565,61711,16854,7.44,22.46,43.77,11251,64.43,95.26,24.62,33358,21.91,15.87,91.14,33.6,40.87,37.85,99.83,3.55,0.658,38.81,26048,33.01,122.63,2644114.79,149999.38,87.54,17.7,88.97,63.25,89.32,26.95,39.4,2659630.77,50.34,171.95,28.6,42.92,35.55,50.67,46.7,Moderate,Infrastructure_Focused,Increase_Public_Facilities
13686,Guangxi,Luoyang,Ethnic_Cultural_Tourism_Area,Summer,Humid,Temple_Fair,Airport_Shuttle,54579,51348,3231,7.99,60.34,79.01,8666,64.83,75.57,79.38,45514,58.36,62.93,61.37,46.25,43.9,31.88,86.45,4.83,0.182,25.9,26753,73.23,103.22,549026.45,3862966.16,30.57,3.33,58.88,40.68,30.98,82.44,78.66,3234276.77,64.72,128.26,37.97,74.17,20.99,47.44,60.12,Moderate,Balanced_Allocation,Balanced_Public_Management
13687,Beijing,Xi_an,Rural_Tourism_Village,National_Day_Golden_Week,Cold,Temple_Fair,Shared_Bicycle,51792,47541,4251,1.49,59.91,69.52,2600,46.6,77.02,35.99,28519,58.83,38.35,67.22,96.33,49,42.63,80.15,4.46,0.181,91.37,32362,41.75,102.43,3361656.98,6174096.5,42.84,33.22,90.74,90.72,36.51,26.58,70.91,5891686.26,69.52,134.85,63.69,71.38,48.99,52.31,59.25,Moderate,Promotion_Focused,Increase_Promotion_Investment
13688,Sichuan,Shanghai,Rural_Tourism_Village,Summer,Humid,Dragon_Boat_Event,Tourist_Bus,71275,59655,11620,1.45,54.79,89.37,9334,91.57,74.18,82.86,50849,71.7,55.21,46.67,52.75,97.35,58.57,44.12,4.35,0.547,51.09,40262,62.51,81.55,14921696.83,6356983.82,43.6,26.49,88.07,84.47,74.32,11.41,47.39,8132972.72,92.66,27.15,75.66,72.62,73.97,62.56,66.25,High,Risk_Control_Allocation,Control_Crowd_Risk
13689,Yunnan,Nanchang,Ethnic_Cultural_Tourism_Area,Chinese_New_Year,Pleasant,Lantern_Festival,Private_Car,59405,49240,10165,7.53,13.46,59.41,1344,76.73,77.49,30.1,43153,95.85,27.29,39.01,81.3,37.39,24.25,42.88,3.34,0.457,49.93,33812,78.96,77.37,5926302.53,2332047.31,59.65,6.9,66.85,79.34,41.15,43.08,43.22,9364126.93,77.63,25.98,32.81,87.76,37.98,50.73,46,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13690,Guizhou,Xi_an,Coastal_Tourism_Zone,Chinese_New_Year,Cloudy,Food_Tourism_Festival,Tourist_Bus,47589,43789,3800,1.21,51.04,97.76,8291,24.67,46.38,18.23,9326,97.66,85.63,75.32,84.39,60.49,62.81,77.11,3.65,0.355,59.47,2305,18.52,59.34,1754265.61,493991.18,95.86,32.21,41.04,65.21,37.86,63.53,50.09,7107634.07,85.06,82.36,87.65,29.86,42.31,51.33,74.87,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13691,Henan,Urumqi,Coastal_Tourism_Zone,National_Day_Golden_Week,Rainy,No_Major_Event,Metro_Service,23147,20501,2646,7.2,12.62,86.27,7553,81.12,73.84,59.5,23057,23.26,66.08,56.44,24.99,39.28,23.33,72.74,4.84,0.777,31.69,18316,37.28,65.92,11426900.35,7332424.25,65.09,34.72,44.17,83.47,52.25,57.75,54.23,10910521.15,91.77,92.29,55.38,51.23,77.19,45.11,59.19,Moderate,Accommodation_Focused,Expand_Accommodation_Capacity
13692,Beijing,Suzhou,Eco_Tourism_Zone,National_Day_Golden_Week,Clear,No_Major_Event,Tourist_Bus,56965,50356,6609,7.13,13.96,47.94,9645,23.28,59.69,58.66,57343,49.2,11.84,84.08,75.67,92.22,26.9,58.06,2.67,0.676,14.67,23736,62.35,57.69,14092370.72,3514112.03,60.99,24.97,78.45,41.66,26.8,36.67,72.95,8597665.18,80.74,38.2,45.56,49.91,67.88,44.74,47.66,Moderate,Balanced_Allocation,Balanced_Public_Management
13693,Yunnan,Chengdu,Mountain_Scenic_Area,Autumn,Pleasant,Coastal_Leisure_Event,Airport_Shuttle,105757,90060,15697,4.79,17.26,77.85,9474,47.12,71.25,74.85,10523,58.48,64.7,87.1,92.32,57.12,22.48,40.45,2.68,0.344,31.07,3741,83.54,102.84,8133866.59,8882775.7,68.84,5.65,46.81,36.33,65.47,79.38,74.28,11324977.12,48.75,30.49,22.37,25.99,63.12,61.35,60.78,High,Risk_Control_Allocation,Control_Crowd_Risk
13694,Guizhou,Suzhou,Ethnic_Cultural_Tourism_Area,Dragon_Boat_Festival,Pleasant,Food_Tourism_Festival,Metro_Service,24616,22818,1798,7.16,47.28,68.2,8000,56.46,59.14,67.26,58983,71.84,85.18,35.29,80.02,48.72,95,58.78,2.59,0.433,54.57,31315,56.32,109.82,11363313.81,500082.05,93.08,11.59,89.36,98.58,82.19,92.99,68.16,9265203.84,86.15,39.49,76.44,46.5,55.81,44.37,59.29,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13695,Hunan,Shenzhen,Mountain_Scenic_Area,Autumn,Rainy,Dragon_Boat_Event,Tourist_Bus,8868,6788,2080,5.81,29.89,82.07,6584,71.88,84.19,51.67,5080,29.74,22.41,51.84,41.23,64.09,95.36,89.8,3.28,0.976,44.14,43840,18.75,73.78,2725703.94,6615183.86,38.79,17.32,55.37,61.04,67.09,45.94,62.07,11992447.29,89.76,144.73,60.63,46.51,41.36,45.89,48.07,Moderate,Balanced_Allocation,Balanced_Public_Management
13696,Henan,Sanya,Mountain_Scenic_Area,Winter,Hot,Business_Expo,Airport_Shuttle,110488,102406,8082,2.2,56.08,59.04,6249,73.92,52.74,46.37,53529,45.35,16.88,41.78,38.15,41.01,22.1,59.23,2.58,0.412,34.03,12264,67.02,89.37,6507759.11,8099290.57,35.04,20.1,34.36,98.56,65.34,55.81,43.7,8618826.99,32.14,9.4,58.99,37.56,54.48,62.3,47.87,High,Infrastructure_Focused,Increase_Public_Facilities
13697,Henan,Hangzhou,Pilgrimage_Tourism_Area,Spring,Hot,Coastal_Leisure_Event,Shared_Bicycle,25990,21960,4030,6.91,50.52,35.87,11920,60.15,88.86,84.01,57447,69.12,68.89,75.15,45.48,48.28,90.7,47.31,2.95,0.906,10.45,36105,45.33,50.68,542209.75,2551289.96,61.09,21.23,48.78,65.73,32.67,93.05,58.22,628166.23,90.77,168.34,16.75,41.16,32.12,39.51,45.72,Low,Infrastructure_Focused,Increase_Public_Facilities
13698,Hunan,Xiamen,Historical_Cultural_City,Autumn,Snowy,Business_Expo,Tourist_Bus,53208,46244,6964,3.81,51.75,59.8,1697,46.23,41.9,92.69,14451,49.49,22.57,61.79,75.07,39.3,35.99,83.92,4.14,0.8,33.18,48390,80.83,77.52,5195325.83,5994963.91,94.42,3.04,73.45,68.03,46.54,72.18,42.29,10820029.19,84.27,127.12,58.65,27.26,53.6,56,47.07,Moderate,Infrastructure_Focused,Increase_Public_Facilities
13699,Hubei,Guilin,Pilgrimage_Tourism_Area,Spring,Clear,Mountain_Adventure_Event,Ferry_Service,102801,97761,5040,2.52,61.06,77.13,6072,67.94,90.05,61.23,14219,38.77,94.5,88.41,59.73,67.93,94.57,59.21,3.19,0.405,73.26,43418,24.32,108.66,3993231.76,1709089.65,38.22,8.69,63.55,57.2,37.75,98.64,98.96,3494695.99,51.62,18.17,17.36,56.14,27.1,65.91,69.24,High,Transport_Focused,Improve_Transport_Service
13700,Henan,Kunming,Ethnic_Cultural_Tourism_Area,Chinese_New_Year,Pleasant,Mountain_Adventure_Event,Airport_Shuttle,1433,1177,256,7.84,41.89,43.59,1142,74.7,61.85,85.25,34213,68.63,74.95,86.4,92.23,98.64,23.82,35.24,3.89,0.674,14.03,7090,87.57,66.06,14149379.98,3035041.03,80.28,27.98,44.26,52.94,27.35,51.49,48.91,5338807.59,37.67,86.51,39.82,65.38,72.71,34.69,56.05,Low,Risk_Control_Allocation,Control_Crowd_Risk
13701,Jiangxi,Shenzhen,Mountain_Scenic_Area,Winter,Cloudy,Mountain_Adventure_Event,Tourist_Bus,28926,25464,3462,5.79,56.63,95.07,9856,43.09,53.74,72.45,7901,57.41,13.67,73.32,86.89,69.56,74.24,81.1,4.48,0.947,81.29,18864,31.3,96.65,7600306.15,7943921.17,86.69,5.46,75.61,67.3,84.49,27.46,49.4,5946817.55,41.13,82.65,94.55,48.05,63.66,62.06,61.6,High,Risk_Control_Allocation,Control_Crowd_Risk
13702,Henan,Hangzhou,Rural_Tourism_Village,Winter,Pleasant,No_Major_Event,Metro_Service,30645,25904,4741,2.3,22.61,56.55,7607,67.69,57.42,18.48,41044,84.59,86.93,44.77,90.58,21.66,47.18,92.15,2.29,0.923,23.65,25338,66.55,96.1,10367972.48,8108552.5,40.54,3.28,38.88,78.71,91.1,40.85,37.07,6636336.81,61.17,101.19,90.86,17.27,58.16,46.7,59.32,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13703,Sichuan,Chengdu,Historical_Cultural_City,Labour_Day_Holiday,Cold,No_Major_Event,Ferry_Service,115914,109374,6540,7.09,60.32,72.76,8333,60.26,77.47,68.83,3515,32.06,62.36,88.67,55.03,39.54,92.02,72.56,4.77,0.386,9.56,11531,68.19,118.85,6709127.45,6544939.76,91.4,14,87.26,64.4,55.6,89.38,41.55,6612784.17,90.48,160.36,46.52,68.47,62.29,62.2,70.48,High,Infrastructure_Focused,Increase_Public_Facilities
13704,Shandong,Suzhou,Eco_Tourism_Zone,Labour_Day_Holiday,Pleasant,Temple_Fair,Metro_Service,97464,81580,15884,6.77,61.54,42.09,10802,25.48,43.65,25.85,61071,85.49,16.46,58.16,27.8,97.96,33.63,34.56,3.13,0.609,50.45,15683,79.36,69.31,6635271.39,4550500.86,66.64,8.88,28.07,35.99,45.25,65.51,71.13,7658672.57,82.32,109.18,34.61,60.23,48.34,63.84,44.77,High,Risk_Control_Allocation,Control_Crowd_Risk
13705,Jiangxi,Luoyang,Rural_Tourism_Village,Labour_Day_Holiday,Clear,Dragon_Boat_Event,High_Speed_Rail,84771,66246,18525,1.72,30.26,36.59,11743,87.78,74.23,61.44,18128,34.35,36.87,43.24,75.97,46.15,54.85,65.91,3.07,0.765,61.76,12390,59.23,72.7,3831005.65,7591308.33,22.48,33.36,81.73,55.04,46.38,65.87,78.45,6042939.29,51.85,87.45,11.45,10.32,48.99,59.78,33.2,Moderate,Balanced_Allocation,Balanced_Public_Management
13706,Fujian,Guiyang,Mountain_Scenic_Area,Winter,Pleasant,Food_Tourism_Festival,Airport_Shuttle,64927,54269,10658,1.89,27.02,68.5,3877,93.06,67.39,65.53,36093,88.28,52.49,54.4,80.69,46,41.09,74.94,4.89,0.896,15.7,2817,89.42,74.39,2383644.25,1568043.74,22.85,27.45,28.17,63.3,61.25,55.39,85.29,5599237.13,44.86,86.11,32.07,92.87,26.61,58.31,56.68,Moderate,Infrastructure_Focused,Increase_Public_Facilities
13707,Shanghai,Xiamen,Rural_Tourism_Village,Summer,Cold,Cultural_Heritage_Exhibition,Ferry_Service,115743,108800,6943,2.57,25,65.24,4956,68.6,25.64,16.47,7320,24.29,15.58,47.03,96.97,80,71.67,57.07,3.95,0.298,77.25,45838,71.21,83.91,8422636.82,2675304.49,31.54,8.3,80.77,65.05,25.82,92.66,90.1,8167462.05,70.48,117.56,54.63,92.67,38.29,67.52,55.96,High,Balanced_Allocation,Balanced_Public_Management
13708,Yunnan,Guilin,Mountain_Scenic_Area,National_Day_Golden_Week,Hot,Temple_Fair,Tourist_Bus,16459,13828,2631,7.3,35.41,98.86,5598,84.18,32.96,76.39,55990,89.87,96.11,95.41,61.73,53.1,28.94,49.61,2.79,0.192,62.99,33800,23.04,118.75,12516423.45,4154228.63,70.72,15.04,56.39,33.72,60.13,83.23,44.5,9871588.27,52.81,132.45,76.01,35.01,64.44,40.58,76.87,Low,Risk_Control_Allocation,Control_Crowd_Risk
13709,Fujian,Guangzhou,Eco_Tourism_Zone,Dragon_Boat_Festival,Cloudy,Temple_Fair,Shared_Bicycle,92734,70021,22713,6.08,45.73,87.77,11228,67.47,46.09,61.92,31480,53.13,86.85,96.94,68.77,62.17,64.34,85.82,3.12,0.897,17.05,37368,90.54,68.87,2134102.11,5903516.37,21.11,31.6,87.25,65.33,31.51,74.03,93.16,6969844.82,68.87,70.26,30.33,91.75,39.3,70.57,77.36,High,Accommodation_Focused,Expand_Accommodation_Capacity
13710,Henan,Chongqing,Ethnic_Cultural_Tourism_Area,Labour_Day_Holiday,Rainy,Cultural_Heritage_Exhibition,Tourist_Bus,1289,1095,194,7.31,36.88,79.99,11298,61.78,76.61,72.66,49590,38.75,13.54,61.99,59.7,95.98,88.23,80.55,3.37,0.819,77.38,16282,18.95,108.85,12402984.07,240143.52,59.36,18.39,57.37,69.59,82.98,87.09,50.62,3057160.57,33.45,106.92,80.62,35.49,51.8,46.69,49.99,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13711,Jiangsu,Zhangjiajie,Pilgrimage_Tourism_Area,National_Day_Golden_Week,Pleasant,Food_Tourism_Festival,Tourist_Bus,16854,13702,3152,6.91,38.07,75.99,11490,71.89,44.68,48.11,51170,47.43,41.77,53.87,96,40.44,99.15,65.64,4.25,0.664,40.01,6450,38.32,65.46,4687412.24,1196867.97,80.35,22.28,84.2,73.03,28.42,50.41,29.68,782868.4,48.01,101.49,90.94,82.36,43.26,43.12,62.28,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13712,Beijing,Guangzhou,Rural_Tourism_Village,Chinese_New_Year,Hot,Cultural_Heritage_Exhibition,Private_Car,74445,65209,9236,4.73,11.45,95.48,6791,68.04,90.27,47.8,54797,92.63,16.76,93.16,22.94,91.01,80.34,60.93,3.61,0.908,8.46,38811,20.96,123.98,1020067.56,5555988.88,38.82,32.54,76.45,58.86,95.91,21.32,62.78,8600243.69,84.71,77.43,15.36,50.14,40.53,56.51,54.46,Moderate,Balanced_Allocation,Balanced_Public_Management
13713,Guangxi,Qingdao,Coastal_Tourism_Zone,Summer,Cloudy,Lantern_Festival,Airport_Shuttle,14992,11662,3330,1.36,59.14,92.16,968,76.59,36.75,59.28,56759,45.39,74.24,41.16,37.19,35.66,69.8,41.64,4.1,0.544,21.93,31621,49.19,106.44,4494671.79,3439123.46,42.71,33.18,40.65,50.01,51.01,85.72,60.44,11437028.78,85.95,60.34,39.49,24.71,43.99,43.29,51.78,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13714,Hainan,Xiamen,Eco_Tourism_Zone,Summer,Cloudy,Food_Tourism_Festival,Tourist_Bus,119054,94927,24127,6.05,17.94,41.35,8217,69.52,25.33,55.33,40212,52.3,54.35,25.87,96.49,75.12,34,33.93,4.74,0.846,61.6,45614,29.34,108.37,9622936,3812860.13,89.95,28.38,75.89,69.67,93.89,31.06,40.51,8650477.77,41.01,36.99,82.99,28.66,66.89,66.66,53.45,High,Risk_Control_Allocation,Control_Crowd_Risk
13715,Beijing,Urumqi,Coastal_Tourism_Zone,Winter,Humid,Dragon_Boat_Event,Ferry_Service,87012,73436,13576,5.32,49.15,55.14,5548,97.83,95.94,86.04,39270,30.03,35.6,42.7,63.25,96.04,65.28,90.92,2.49,0.668,19.29,6342,34.49,107.96,1555660.98,6913739.97,94.13,5.75,64.31,91.59,39.01,73.43,81.11,2588812.68,59.62,80.36,95.68,29.76,48.67,54.17,55.54,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
13716,Chongqing,Luoyang,Ethnic_Cultural_Tourism_Area,Dragon_Boat_Festival,Rainy,Mountain_Adventure_Event,High_Speed_Rail,81085,60683,20402,2.63,25.27,48.72,148,69.91,47.22,49.59,34739,24.82,50.24,82.25,48.33,51.09,23.13,68.33,3.16,0.34,30.6,2829,80.13,71.78,8991690.97,1056847.06,73.57,30.71,36.63,76.51,57.33,12.93,83.17,7281429.1,91.02,150.25,50.63,73.97,54.59,50.09,61.03,Moderate,Public_Facility_Focused,Balanced_Public_Management
13717,Hunan,Shanghai,Rural_Tourism_Village,Summer,Cloudy,Cultural_Heritage_Exhibition,Metro_Service,7953,6127,1826,7.47,34.79,77.87,6447,53.26,62.39,77.53,45103,71.63,11.26,92.86,48.41,83.68,54.62,38.15,4.39,0.174,65.43,19093,14.81,48.26,1266040.52,6932977.37,32.49,17.98,55.53,69.66,53.93,12.7,33.08,5982678.67,55.21,140.99,35.78,86.79,37.53,33.87,53.07,Low,Risk_Control_Allocation,Control_Crowd_Risk
13718,Beijing,Luoyang,Pilgrimage_Tourism_Area,Chinese_New_Year,Clear,Lantern_Festival,Private_Car,18217,16619,1598,5.81,8.41,89.65,6673,23.83,66.66,96.65,13753,75.1,79.32,64.12,77.89,35.74,55.7,85.5,2.42,0.655,29.72,39091,18.54,91.78,9486348.46,6461228.86,78.52,33.21,69.69,48.74,63.92,71.9,98.76,2036898.55,97.64,93.52,78.71,76.99,73,39.76,71.32,Low,Risk_Control_Allocation,Control_Crowd_Risk
